Ingreso,"Título","Jurisdicción","Departamento"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/07/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CERRO LARGO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","FLORIDA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","FLORIDA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RIVERA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","CANELONES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","FLORIDA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"ASOCIADO A VD","COMISARÍA 2","MALDONADO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MALDONADO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"ASOCIADO A VD","COMISARÍA 1","DURAZNO"
2024/06/22,"ASOCIADO A VD","COMISARÍA 8","LAVALLEJA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","ROCHA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RIVERA"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","TREINTA Y TRES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","ARTIGAS"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","CERRO LARGO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/23,"ASOCIADO A VD","COMISARÍA 1","ARTIGAS"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/06/23,"ASOCIADO A VD","COMISARÍA 19","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SAN JOSÉ"
2024/06/23,"ASOCIADO A VD","COMISARÍA 7","SAN JOSÉ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","TACUAREMBÓ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 29","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/06/23,"ASOCIADO A VD","COMISARÍA 6","TACUAREMBÓ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","DURAZNO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","TACUAREMBÓ"
2024/06/23,"ASOCIADO A VD","COMISARÍA 3","PAYSANDÚ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/06/28,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","COLONIA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 29","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","DURAZNO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SALTO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/06/30,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","PAYSANDÚ"
2024/06/23,"ASOCIADO A VD","COMISARÍA 25","CANELONES"
2024/06/23,"ASOCIADO A VD","COMISARÍA 1","DURAZNO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 28","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TACUAREMBÓ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RÍO NEGRO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RIVERA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SORIANO"
2024/06/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/06/27,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/07/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CERRO LARGO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/06/24,"ASOCIADO A VD","COMISARÍA 14","LAVALLEJA"
2024/06/25,"ASOCIADO A VD","COMISARÍA 19","MONTEVIDEO"
2024/09/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","LAVALLEJA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 2","LAVALLEJA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","CERRO LARGO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","RÍO NEGRO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SORIANO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 6","SAN JOSÉ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/06/25,"ASOCIADO A VD","COMISARÍA 1","FLORES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 16","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SALTO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","FLORIDA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","ROCHA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 3","SORIANO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","TACUAREMBÓ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/24,"ASOCIADO A VD","COMISARÍA 10","RIVERA"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","TACUAREMBÓ"
2024/06/26,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","RÍO NEGRO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","ARTIGAS"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/06/24,"ASOCIADO A VD","COMISARÍA 2","MALDONADO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","COLONIA"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","COLONIA"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","ARTIGAS"
2024/06/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","PAYSANDÚ"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
2024/06/26,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/06/25,"ASOCIADO A VD","COMISARÍA 21","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/06/27,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MONTEVIDEO"
2024/06/25,"ASOCIADO A VD","COMISARÍA 6","MONTEVIDEO"
